id	trait	trait.type	method	ancestry_distribution	trait.efo	publication.doi	publication.firstauthor	publication.journal	publication.date	variants	samples	url.weights	url.details	repository	original_build
ExPRSweb_Creatine_30510-raw_DBSLMM_MGI_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-raw_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30510-raw_PRSCS_MGI_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		350812	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30510-raw_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-irnt_LASSOSUM_MGI_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.5,l = 0.0034"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-irnt_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-irnt_PT_MGI_20211120	Creatine	Quantitative	"PT;P <= 0.005"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-irnt_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-irnt_PLINK_MGI_20211120	Creatine	Quantitative	"PLINK;P <= 5e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-irnt_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-irnt_DBSLMM_MGI_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-irnt_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-irnt_PRSCS_MGI_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-irnt_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-raw_LASSOSUM_MGI_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.5,l = 0.0034"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-raw_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-raw_PT_MGI_20211120	Creatine	Quantitative	"PT;P <= 0.00032"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-raw_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-raw_PLINK_MGI_20211120	Creatine	Quantitative	"PLINK;P <= 1e-07"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-raw_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-raw_DBSLMM_MGI_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-raw_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_30700-raw_PRSCS_MGI_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		344104	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_30700-raw_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_LASSOSUM_MGI_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.9,l = 0.014"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PT_MGI_20211120	Creatine	Quantitative	"PT;P <= 1e-06"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PLINK_MGI_20211120	Creatine	Quantitative	"PLINK;P <= 1e-06"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_DBSLMM_MGI_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PRSCS_MGI_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_LASSOSUM_UKB_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.9,l = 0.011"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_LASSOSUM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PT_UKB_20211120	Creatine	Quantitative	"PT;P <= 1e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PT_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PLINK_UKB_20211120	Creatine	Quantitative	"PLINK;P <= 7.9e-06"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PLINK_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_DBSLMM_UKB_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_DBSLMM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PRSCS_UKB_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		24061	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_CKDGen-1000Genomes-DiscoveryMeta-eGFRcrea_PRSCS_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_LASSOSUM_MGI_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.5,l = 0.0055"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_PT_MGI_20211120	Creatine	Quantitative	"PT;P <= 0.0032"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_PLINK_MGI_20211120	Creatine	Quantitative	"PLINK;P <= 1e-04"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_DBSLMM_MGI_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_PRSCS_MGI_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_LASSOSUM_UKB_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.5,l = 0.007"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_LASSOSUM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_PT_UKB_20211120	Creatine	Quantitative	"PT;P <= 0.0025"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_PT_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_PLINK_UKB_20211120	Creatine	Quantitative	"PLINK;P <= 6.3e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_PLINK_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_DBSLMM_UKB_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_DBSLMM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-EA_PRSCS_UKB_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		111666	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-EA_PRSCS_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_LASSOSUM_MGI_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.9,l = 0.0055"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PT_MGI_20211120	Creatine	Quantitative	"PT;P <= 3.2e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PLINK_MGI_20211120	Creatine	Quantitative	"PLINK;P <= 3.2e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_DBSLMM_MGI_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PRSCS_MGI_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_LASSOSUM_UKB_20211120	Creatine	Quantitative	"LASSOSUM;s = 0.9,l = 0.0055"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_LASSOSUM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PT_UKB_20211120	Creatine	Quantitative	"PT;P <= 0.00016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PT_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PLINK_UKB_20211120	Creatine	Quantitative	"PLINK;P <= 2e-04"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PLINK_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_DBSLMM_UKB_20211120	Creatine	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_DBSLMM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PRSCS_UKB_20211120	Creatine	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		133814	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_Creatine_eGFRcrea-overall-IV-2GC_PRSCS_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_LASSOSUM_MGI_20211120	CRP	Quantitative	"LASSOSUM;s = 0.2,l = 0.001"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_PT_MGI_20211120	CRP	Quantitative	"PT;P <= 0.079"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_PLINK_MGI_20211120	CRP	Quantitative	"PLINK;P <= 0.079"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_PRSCS_MGI_20211120	CRP	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_LASSOSUM_UKB_20211120	CRP	Quantitative	"LASSOSUM;s = 1,l = 0.048"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_LASSOSUM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_PT_UKB_20211120	CRP	Quantitative	"PT;P <= 5e-16"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_PT_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_PLINK_UKB_20211120	CRP	Quantitative	"PLINK;P <= 6.3e-09"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_PLINK_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_DBSLMM_UKB_20211120	CRP	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_DBSLMM_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_28887542-GCST004941_PRSCS_UKB_20211120	CRP	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		9541	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_28887542-GCST004941_PRSCS_UKB_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-irnt_LASSOSUM_MGI_20211120	CRP	Quantitative	"LASSOSUM;s = 0.5,l = 0.001"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-irnt_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-irnt_PT_MGI_20211120	CRP	Quantitative	"PT;P <= 0.0016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-irnt_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-irnt_PLINK_MGI_20211120	CRP	Quantitative	"PLINK;P <= 0.0016"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-irnt_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-irnt_DBSLMM_MGI_20211120	CRP	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-irnt_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-irnt_PRSCS_MGI_20211120	CRP	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-irnt_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-raw_LASSOSUM_MGI_20211120	CRP	Quantitative	"LASSOSUM;s = 0.5,l = 0.0043"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-raw_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-raw_PT_MGI_20211120	CRP	Quantitative	"PT;P <= 4e-05"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-raw_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-raw_PLINK_MGI_20211120	CRP	Quantitative	"PLINK;P <= 1.6e-06"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-raw_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-raw_DBSLMM_MGI_20211120	CRP	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-raw_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_30710-raw_PRSCS_MGI_20211120	CRP	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		343524	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_30710-raw_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_prot-a-670_LASSOSUM_MGI_20211120	CRP	Quantitative	"LASSOSUM;s = 0.5,l = 0.062"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		3301	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_prot-a-670_LASSOSUM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_prot-a-670_PT_MGI_20211120	CRP	Quantitative	"PT;P <= 1.6e-08"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		3301	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_prot-a-670_PT_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_prot-a-670_PLINK_MGI_20211120	CRP	Quantitative	"PLINK;P <= 1.6e-08"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		3301	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_prot-a-670_PLINK_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_prot-a-670_DBSLMM_MGI_20211120	CRP	Quantitative	"DBSLMM;default"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		3301	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_prot-a-670_DBSLMM_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_prot-a-670_PRSCS_MGI_20211120	CRP	Quantitative	"PRSCS;auto"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		3301	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_prot-a-670_PRSCS_MGI_20211120&type=weight		ExPRSweb	hg19
ExPRSweb_CRP_prot-a-670_LASSOSUM_UKB_20211120	CRP	Quantitative	"LASSOSUM;s = 0.2,l = 0.078"	EUR=100		10.1016/j.ajhg.2022.09.001	Ying M	Am J Hum Genet	2022-09-23		3301	https://exprsweb.sph.umich.edu:8443/exprs/downloadFile?filename=ExPRSweb_CRP_prot-a-670_LASSOSUM_UKB_20211120&type=weight		ExPRSweb	hg19
